label,text
快晴,2011/3/26
晴,2011/3/27
快晴,2011/3/28
快晴,2011/3/29
晴,2011/3/30
晴後一時雨,2011/3/31
快晴,2011/4/1
薄曇後時々晴,2011/4/2
曇,2011/4/3
晴,2011/4/4
快晴,2011/4/5
快晴,2011/4/6
曇後一時晴,2011/4/7
曇,2011/4/8
曇時々雨,2011/4/9
曇時々晴,2011/4/10
曇時々晴後一時雨,2011/4/11
快晴,2011/4/12
快晴,2011/4/13
快晴,2011/4/14
晴後曇,2011/4/15
薄曇時々晴後一時雨,2011/4/16
晴後薄曇,2011/4/17
曇,2011/4/18
曇時々雨一時晴,2011/4/19
晴後時々曇,2011/4/20
曇一時晴,2011/4/21
曇後一時雨,2011/4/22
雨,2011/4/23
晴,2011/4/24
晴一時曇,2011/4/25
晴後一時薄曇,2011/4/26
晴後曇,2011/4/27
晴,2011/4/28
晴後一時雨,2011/4/29
薄曇一時晴,2011/4/30
曇後時々雨,2011/5/1
薄曇後一時晴,2011/5/2
曇後雨,2011/5/3
晴後一時薄曇,2011/5/4
曇,2011/5/5
曇,2011/5/6
雨時々曇,2011/5/7
晴,2011/5/8
薄曇一時晴,2011/5/9
曇後雨,2011/5/10
雨,2011/5/11
雨一時曇,2011/5/12
曇後一時晴,2011/5/13
晴後一時雨,2011/5/14
晴後薄曇,2011/5/15
薄曇,2011/5/16
曇後雨、雷を伴う,2011/5/17
晴,2011/5/18
快晴,2011/5/19
晴一時薄曇,2011/5/20
晴,2011/5/21
曇後雨,2011/5/22
曇時々雨,2011/5/23
雨後晴,2011/5/24
薄曇一時晴,2011/5/25
曇,2011/5/26
曇一時雨,2011/5/27
雨,2011/5/28
大雨,2011/5/29
雨後曇,2011/5/30
曇一時晴,2011/5/31
曇,2011/6/1
雨,2011/6/2
薄曇,2011/6/3
晴後一時薄曇,2011/6/4
曇,2011/6/5
晴,2011/6/6
曇,2011/6/7
雨後曇,2011/6/8
曇時々晴,2011/6/9
曇,2011/6/10
雨後曇,2011/6/11
曇,2011/6/12
曇時々雨,2011/6/13
曇,2011/6/14
曇,2011/6/15
曇時々雨,2011/6/16
雨後一時曇,2011/6/17
曇後雨,2011/6/18
曇,2011/6/19
曇後時々雨,2011/6/20
薄曇一時雨,2011/6/21
晴後一時曇,2011/6/22
曇時々雨,2011/6/23
薄曇,2011/6/24
曇後一時雨,2011/6/25
曇,2011/6/26
曇時々雨,2011/6/27
曇後晴,2011/6/28
晴,2011/6/29
晴後一時雨、雷を伴う,2011/6/30
曇後一時雨、雷を伴う,2011/7/1
曇後一時晴,2011/7/2
薄曇,2011/7/3
薄曇一時晴,2011/7/4
晴時々曇,2011/7/5
薄曇一時晴,2011/7/6
曇,2011/7/7
曇一時雨,2011/7/8
曇後晴,2011/7/9
快晴,2011/7/10
晴,2011/7/11
晴一時曇,2011/7/12
晴,2011/7/13
晴,2011/7/14
快晴,2011/7/15
晴,2011/7/16
快晴,2011/7/17
曇後一時雨,2011/7/18
雨時々曇,2011/7/19
雨後一時曇,2011/7/20
雨後曇,2011/7/21
曇時々晴,2011/7/22
曇,2011/7/23
曇一時晴,2011/7/24
薄曇一時晴,2011/7/25
曇一時晴,2011/7/26
曇一時雨,2011/7/27
曇一時雨,2011/7/28
雨後曇,2011/7/29
曇一時晴,2011/7/30
曇一時雨,2011/7/31
曇,2011/8/1
曇,2011/8/2
曇後時々雨,2011/8/3
曇時々晴一時雨,2011/8/4
晴一時曇,2011/8/5
曇後一時雨,2011/8/6
薄曇後一時雨、雷を伴う,2011/8/7
晴後薄曇,2011/8/8
晴時々薄曇,2011/8/9
晴,2011/8/10
晴後一時雨、雷を伴う,2011/8/11
晴,2011/8/12
晴後薄曇,2011/8/13
曇後晴,2011/8/14
晴,2011/8/15
晴後時々薄曇,2011/8/16
晴時々薄曇,2011/8/17
晴後薄曇,2011/8/18
大雨一時曇、雷を伴う,2011/8/19
曇,2011/8/20
雨,2011/8/21
雨時々曇,2011/8/22
曇一時霧雨後晴,2011/8/23
曇後晴,2011/8/24
雨後曇,2011/8/25
曇後大雨、雷を伴う,2011/8/26
曇,2011/8/27
晴,2011/8/28
晴時々曇,2011/8/29
晴後一時曇,2011/8/30
曇,2011/8/31
曇,2011/9/1
曇時々雨一時晴,2011/9/2
曇一時雨,2011/9/3
曇一時雨,2011/9/4
曇一時雨,2011/9/5
曇時々晴後一時雨,2011/9/6
晴一時曇,2011/9/7
曇後晴,2011/9/8
晴時々曇,2011/9/9
晴,2011/9/10
薄曇時々晴,2011/9/11
晴,2011/9/12
晴,2011/9/13
晴,2011/9/14
晴,2011/9/15
薄曇時々晴,2011/9/16
曇後一時晴,2011/9/17
晴,2011/9/18
曇時々晴,2011/9/19
雨時々曇,2011/9/20
暴風雨,2011/9/21
晴後雨,2011/9/22
曇後一時晴,2011/9/23
晴後一時曇,2011/9/24
曇後一時晴,2011/9/25
曇後雨,2011/9/26
曇後一時晴,2011/9/27
晴一時薄曇,2011/9/28
晴,2011/9/29
晴時々曇,2011/9/30
曇一時晴,2011/10/1
曇,2011/10/2
晴一時曇,2011/10/3
晴後一時曇,2011/10/4
雨,2011/10/5
晴一時雨,2011/10/6
晴,2011/10/7
晴時々曇,2011/10/8
晴時々曇,2011/10/9
晴一時曇,2011/10/10
薄曇,2011/10/11
晴一時薄曇,2011/10/12
曇,2011/10/13
晴後曇,2011/10/14
曇時々雨,2011/10/15
曇後晴,2011/10/16
曇後一時晴,2011/10/17
曇後晴,2011/10/18
曇,2011/10/19
曇,2011/10/20
曇後時々雨,2011/10/21
曇時々雨,2011/10/22
曇後一時晴,2011/10/23
曇一時晴,2011/10/24
曇後時々晴,2011/10/25
晴,2011/10/26
快晴,2011/10/27
晴,2011/10/28
晴,2011/10/29
曇後一時雨,2011/10/30
晴一時雨,2011/10/31
晴,2011/11/1
晴後薄曇,2011/11/2
曇,2011/11/3
晴一時曇,2011/11/4
曇一時晴,2011/11/5
曇後時々雨,2011/11/6
晴後一時曇,2011/11/7
曇一時晴,2011/11/8
曇一時晴,2011/11/9
曇,2011/11/10
雨,2011/11/11
曇時々晴,2011/11/12
晴一時薄曇,2011/11/13
晴時々曇,2011/11/14
曇後時々晴,2011/11/15
晴後一時曇,2011/11/16
晴,2011/11/17
曇後一時晴,2011/11/18
大雨,2011/11/19
晴時々曇一時雨、雷を伴う,2011/11/20
晴,2011/11/21
晴一時曇,2011/11/22
晴後一時曇,2011/11/23
晴,2011/11/24
快晴,2011/11/25
晴後一時曇,2011/11/26
薄曇,2011/11/27
曇,2011/11/28
曇,2011/11/29
晴時々曇,2011/11/30
雨後時々曇,2011/12/1
雨後曇,2011/12/2
大雨後曇,2011/12/3
快晴,2011/12/4
晴,2011/12/5
曇後雨,2011/12/6
晴時々薄曇,2011/12/7
曇後雨,2011/12/8
雨後晴、あられを伴う,2011/12/9
晴,2011/12/10
快晴,2011/12/11
晴,2011/12/12
快晴,2011/12/13
曇一時雨,2011/12/14
快晴,2011/12/15
晴後一時曇,2011/12/16
快晴,2011/12/17
晴,2011/12/18
晴,2011/12/19
快晴,2011/12/20
曇後晴,2011/12/21
曇,2011/12/22
晴時々曇,2011/12/23
晴一時曇,2011/12/24
晴後時々曇,2011/12/25
晴,2011/12/26
快晴,2011/12/27
薄曇後晴,2011/12/28
快晴,2011/12/29
快晴,2011/12/30
晴,2011/12/31
曇,2012/1/1
曇後晴,2012/1/2
晴時々曇,2012/1/3
晴後一時曇,2012/1/4
快晴,2012/1/5
晴一時曇,2012/1/6
快晴,2012/1/7
晴一時曇,2012/1/8
快晴,2012/1/9
薄曇一時晴,2012/1/10
曇時々晴,2012/1/11
晴後時々曇,2012/1/12
晴,2012/1/13
晴,2012/1/14
曇,2012/1/15
曇,2012/1/16
曇後晴,2012/1/17
晴後薄曇,2012/1/18
曇,2012/1/19
みぞれ後一時雨,2012/1/20
雨時々みぞれ,2012/1/21
雨後曇,2012/1/22
雨時々曇,2012/1/23
晴後一時曇,2012/1/24
晴後一時曇,2012/1/25
快晴,2012/1/26
晴,2012/1/27
晴,2012/1/28
晴一時曇,2012/1/29
晴,2012/1/30
晴,2012/1/31
晴後一時曇,2012/2/1
晴,2012/2/2
快晴,2012/2/3
快晴,2012/2/4
晴時々曇,2012/2/5
雨時々曇,2012/2/6
雨後曇,2012/2/7
曇,2012/2/8
晴,2012/2/9
晴,2012/2/10
晴後一時曇,2012/2/11
快晴,2012/2/12
曇,2012/2/13
雨一時曇,2012/2/14
曇,2012/2/15
曇後時々雨、あられを伴う,2012/2/16
晴時々曇,2012/2/17
快晴,2012/2/18
晴,2012/2/19
晴,2012/2/20
晴,2012/2/21
晴後曇,2012/2/22
雨後晴,2012/2/23
晴時々曇,2012/2/24
雨後曇,2012/2/25
曇,2012/2/26
晴後一時曇,2012/2/27
薄曇一時晴,2012/2/28
雪後時々雨一時曇,2012/2/29
曇時々晴,2012/3/1
雨一時曇,2012/3/2
晴時々曇,2012/3/3
曇,2012/3/4
大雨後一時曇,2012/3/5
曇一時雨後晴,2012/3/6
曇,2012/3/7
雨後曇,2012/3/8
雨,2012/3/9
雨時々みぞれ後一時曇,2012/3/10
晴時々曇,2012/3/11
晴一時曇,2012/3/12
晴,2012/3/13
晴,2012/3/14
晴,2012/3/15
薄曇一時晴,2012/3/16
雨,2012/3/17
曇後時々雨,2012/3/18
晴後曇,2012/3/19
晴後一時薄曇,2012/3/20
快晴,2012/3/21
曇,2012/3/22
雨一時曇,2012/3/23
雨後一時晴,2012/3/24
晴一時曇,2012/3/25
晴後曇,2012/3/26
快晴,2012/3/27
晴後一時雨,2012/3/28
快晴,2012/3/29
曇後一時晴,2012/3/30
雨時々曇,2012/3/31
晴,2012/4/1
晴,2012/4/2
曇後雨,2012/4/3
晴,2012/4/4
晴一時薄曇,2012/4/5
晴時々曇,2012/4/6
晴後時々曇,2012/4/7
晴,2012/4/8
晴後一時薄曇,2012/4/9
薄曇,2012/4/10
雨時々曇,2012/4/11
晴後一時薄曇,2012/4/12
曇,2012/4/13
雨,2012/4/14
薄曇一時晴,2012/4/15
薄曇,2012/4/16
曇後時々雨、雷を伴う,2012/4/17
晴後一時曇,2012/4/18
曇一時晴,2012/4/19
曇一時雨,2012/4/20
曇,2012/4/21
曇時々雨,2012/4/22
雨,2012/4/23
晴一時曇,2012/4/24
曇一時晴,2012/4/25
雨時々曇,2012/4/26
雨後一時霧雨,2012/4/27
曇後晴,2012/4/28
晴後薄曇,2012/4/29
曇,2012/4/30
曇時々雨,2012/5/1
雨一時曇,2012/5/2
大雨,2012/5/3
曇時々雨,2012/5/4
晴,2012/5/5
晴後一時雨、雷を伴う,2012/5/6
晴一時薄曇,2012/5/7
晴後薄曇,2012/5/8
曇後雨、雷を伴う,2012/5/9
晴後曇一時雨、雷を伴う,2012/5/10
晴後時々薄曇,2012/5/11
晴一時曇,2012/5/12
晴後曇,2012/5/13
薄曇後一時晴,2012/5/14
雨一時曇,2012/5/15
晴一時曇,2012/5/16
曇後一時晴,2012/5/17
晴時々曇一時雨、雷を伴う,2012/5/18
晴後一時薄曇,2012/5/19
薄曇,2012/5/20
曇,2012/5/21
雨、雷を伴う,2012/5/22
曇時々晴,2012/5/23
薄曇一時晴,2012/5/24
曇時々雨,2012/5/25
薄曇,2012/5/26
晴,2012/5/27
晴後一時雨、雷を伴う,2012/5/28
晴時々曇,2012/5/29
晴時々薄曇,2012/5/30
薄曇,2012/5/31
曇時々晴一時雨、雷を伴う,2012/6/1
薄曇一時晴,2012/6/2
曇後一時晴,2012/6/3
晴後薄曇,2012/6/4
曇,2012/6/5
雨後曇,2012/6/6
薄曇,2012/6/7
晴時々薄曇,2012/6/8
雨,2012/6/9
曇時々晴一時雨,2012/6/10
曇,2012/6/11
曇後雨,2012/6/12
曇,2012/6/13
曇後晴,2012/6/14
薄曇一時晴,2012/6/15
雨時々曇,2012/6/16
曇一時雨,2012/6/17
曇後晴,2012/6/18
曇後雨,2012/6/19
曇,2012/6/20
雨時々曇,2012/6/21
雨後曇,2012/6/22
曇,2012/6/23
曇一時晴,2012/6/24
曇,2012/6/25
晴,2012/6/26
薄曇,2012/6/27
曇,2012/6/28
曇後晴,2012/6/29
晴後時々薄曇,2012/6/30
雨時々曇,2012/7/1
曇時々雨後晴,2012/7/2
曇後雨,2012/7/3
晴,2012/7/4
曇,2012/7/5
曇後時々雨,2012/7/6
雨時々曇一時霧雨,2012/7/7
曇一時雨,2012/7/8
晴,2012/7/9
晴,2012/7/10
薄曇時々晴,2012/7/11
雨時々曇,2012/7/12
曇一時晴,2012/7/13
曇時々晴,2012/7/14
曇時々晴,2012/7/15
薄曇後時々晴,2012/7/16
晴後一時薄曇,2012/7/17
薄曇,2012/7/18
薄曇時々晴,2012/7/19
曇後時々雨,2012/7/20
曇時々雨,2012/7/21
曇,2012/7/22
曇時々晴,2012/7/23
曇後一時雨,2012/7/24
薄曇時々晴,2012/7/25
晴,2012/7/26
晴時々曇,2012/7/27
晴,2012/7/28
薄曇一時晴,2012/7/29
晴,2012/7/30
晴,2012/7/31
曇時々晴,2012/8/1
晴,2012/8/2
晴時々曇,2012/8/3
曇後一時雨,2012/8/4
晴,2012/8/5
曇時々雨、雷を伴う,2012/8/6
晴後時々曇,2012/8/7
晴一時曇,2012/8/8
晴,2012/8/9
薄曇,2012/8/10
曇,2012/8/11
曇後晴,2012/8/12
晴後一時薄曇,2012/8/13
曇時々雨,2012/8/14
曇,2012/8/15
曇時々晴,2012/8/16
晴時々薄曇,2012/8/17
曇一時雨、雷を伴う,2012/8/18
晴,2012/8/19
晴,2012/8/20
快晴,2012/8/21
晴,2012/8/22
晴,2012/8/23
晴,2012/8/24
晴,2012/8/25
晴後一時薄曇,2012/8/26
晴,2012/8/27
薄曇後時々晴,2012/8/28
薄曇,2012/8/29
晴一時薄曇,2012/8/30
晴,2012/8/31
曇時々雨,2012/9/1
曇時々雨、雷を伴う,2012/9/2
曇,2012/9/3
曇後晴,2012/9/4
薄曇時々晴,2012/9/5
曇後一時雨、雷を伴う,2012/9/6
晴,2012/9/7
晴時々曇,2012/9/8
晴,2012/9/9
晴時々薄曇,2012/9/10
晴,2012/9/11
晴時々薄曇,2012/9/12
晴一時薄曇,2012/9/13
晴,2012/9/14
晴時々曇,2012/9/15
曇後晴,2012/9/16
晴時々雨,2012/9/17
曇時々晴,2012/9/18
曇時々雨,2012/9/19
晴,2012/9/20
曇時々雨、雷を伴う,2012/9/21
曇一時雨,2012/9/22
大雨,2012/9/23
晴後一時曇,2012/9/24
曇,2012/9/25
薄曇,2012/9/26
曇,2012/9/27
曇時々雨,2012/9/28
晴時々曇,2012/9/29
薄曇後一時雨,2012/9/30
快晴,2012/10/1
晴時々曇,2012/10/2
雨時々曇,2012/10/3
晴一時雨,2012/10/4
晴後一時薄曇,2012/10/5
曇後晴,2012/10/6
雨後晴時々曇,2012/10/7
晴後時々曇,2012/10/8
曇後時々晴,2012/10/9
晴時々曇,2012/10/10
晴時々曇,2012/10/11
晴後薄曇,2012/10/12
薄曇時々晴,2012/10/13
曇時々雨,2012/10/14
晴後一時曇,2012/10/15
晴,2012/10/16
曇一時雨,2012/10/17
雨時々曇,2012/10/18
晴一時曇,2012/10/19
晴,2012/10/20
快晴,2012/10/21
晴一時薄曇,2012/10/22
曇時々雨,2012/10/23
晴,2012/10/24
曇後一時晴,2012/10/25
晴後一時薄曇,2012/10/26
晴時々曇,2012/10/27
曇時々雨,2012/10/28
晴,2012/10/29
曇後一時晴,2012/10/30
晴時々曇,2012/10/31
晴,2012/11/1
晴,2012/11/2
曇後晴,2012/11/3
晴後一時薄曇,2012/11/4
曇,2012/11/5
大雨後一時曇,2012/11/6
晴,2012/11/7
晴,2012/11/8
曇後時々晴,2012/11/9
快晴,2012/11/10
曇後一時雨,2012/11/11
霧雨時々曇後晴,2012/11/12
晴時々曇,2012/11/13
晴後一時曇,2012/11/14
薄曇時々晴,2012/11/15
快晴,2012/11/16
曇後雨,2012/11/17
快晴,2012/11/18
曇後一時晴,2012/11/19
晴後一時薄曇,2012/11/20
晴,2012/11/21
曇後一時晴,2012/11/22
雨時々曇,2012/11/23
曇一時雨後晴,2012/11/24
晴後一時薄曇,2012/11/25
雨一時曇,2012/11/26
快晴,2012/11/27
曇時々雨,2012/11/28
曇一時晴,2012/11/29
曇,2012/11/30
曇時々雨後晴,2012/12/1
晴後曇,2012/12/2
曇,2012/12/3
曇時々雨後晴,2012/12/4
晴後時々曇,2012/12/5
晴,2012/12/6
晴,2012/12/7
快晴,2012/12/8
晴,2012/12/9
晴,2012/12/10
晴,2012/12/11
晴,2012/12/12
快晴,2012/12/13
薄曇時々晴,2012/12/14
曇時々雨,2012/12/15
快晴,2012/12/16
曇時々雨,2012/12/17
曇時々晴,2012/12/18
晴時々曇,2012/12/19
晴,2012/12/20
曇一時晴,2012/12/21
雨後一時晴,2012/12/22
曇後一時晴,2012/12/23
晴,2012/12/24
快晴,2012/12/25
晴,2012/12/26
晴,2012/12/27
曇後時々雨,2012/12/28
晴時々曇,2012/12/29
雨,2012/12/30
曇後晴,2012/12/31
晴,2013/1/1
快晴,2013/1/2
曇時々晴,2013/1/3
快晴,2013/1/4
曇,2013/1/5
薄曇一時晴,2013/1/6
晴時々曇,2013/1/7
晴,2013/1/8
晴時々曇,2013/1/9
晴,2013/1/10
快晴,2013/1/11
晴一時曇,2013/1/12
晴時々薄曇,2013/1/13
雪一時雨,2013/1/14
晴後一時薄曇,2013/1/15
曇後晴,2013/1/16
晴時々薄曇,2013/1/17
快晴,2013/1/18
快晴,2013/1/19
快晴,2013/1/20
薄曇,2013/1/21
雨後晴,2013/1/22
曇,2013/1/23
曇時々晴,2013/1/24
晴後一時曇,2013/1/25
晴一時曇,2013/1/26
快晴,2013/1/27
晴一時雪,2013/1/28
快晴,2013/1/29
快晴,2013/1/30
晴一時薄曇,2013/1/31
晴後曇,2013/2/1
曇一時雨,2013/2/2
晴,2013/2/3
晴時々曇一時雨,2013/2/4
曇時々晴,2013/2/5
みぞれ時々雪後雨,2013/2/6
薄曇時々晴,2013/2/7
曇後晴,2013/2/8
薄曇,2013/2/9
晴,2013/2/10
晴,2013/2/11
曇後一時雨,2013/2/12
晴一時曇,2013/2/13
曇後時々晴,2013/2/14
曇後雨,2013/2/15
快晴,2013/2/16
晴時々薄曇,2013/2/17
雨時々曇,2013/2/18
雪時々曇,2013/2/19
曇後晴,2013/2/20
晴,2013/2/21
薄曇時々晴,2013/2/22
晴,2013/2/23
快晴,2013/2/24
快晴,2013/2/25
快晴,2013/2/26
雨後曇一時晴,2013/2/27
曇後晴,2013/2/28
曇,2013/3/1
晴,2013/3/2
曇一時晴,2013/3/3
曇後時々晴,2013/3/4
快晴,2013/3/5
快晴,2013/3/6
曇時々晴,2013/3/7
晴後薄曇,2013/3/8
快晴,2013/3/9
曇一時晴,2013/3/10
快晴,2013/3/11
快晴,2013/3/12
薄曇後一時晴,2013/3/13
曇一時雨後晴、あられを伴う,2013/3/14
晴,2013/3/15
晴,2013/3/16
晴後一時薄曇,2013/3/17
曇一時晴,2013/3/18
晴,2013/3/19
曇一時晴,2013/3/20
快晴,2013/3/21
晴時々曇,2013/3/22
薄曇時々晴,2013/3/23
曇,2013/3/24
雨後時々曇,2013/3/25
曇時々晴,2013/3/26
雨後曇,2013/3/27
曇,2013/3/28
曇,2013/3/29
曇,2013/3/30
雨後曇,2013/3/31
曇一時晴,2013/4/1
雨,2013/4/2
大雨後曇,2013/4/3
晴後時々曇,2013/4/4
晴一時曇,2013/4/5
曇時々雨,2013/4/6
晴,2013/4/7
快晴,2013/4/8
晴時々薄曇,2013/4/9
曇,2013/4/10
晴後一時雨,2013/4/11
晴,2013/4/12
快晴,2013/4/13
薄曇,2013/4/14
晴,2013/4/15
晴時々薄曇,2013/4/16
曇,2013/4/17
晴,2013/4/18
曇,2013/4/19
曇後雨,2013/4/20
雨後曇,2013/4/21
晴後一時曇,2013/4/22
薄曇一時晴,2013/4/23
雨,2013/4/24
曇,2013/4/25
晴時々曇,2013/4/26
晴,2013/4/27
快晴,2013/4/28
薄曇一時晴,2013/4/29
曇一時雨,2013/4/30
曇時々晴後一時雨,2013/5/1
晴時々曇一時雨,2013/5/2
晴,2013/5/3
晴後一時曇,2013/5/4
快晴,2013/5/5
晴後一時雨、雷を伴う,2013/5/6
晴,2013/5/7
快晴,2013/5/8
快晴,2013/5/9
薄曇,2013/5/10
雨一時曇,2013/5/11
晴時々薄曇,2013/5/12
曇一時晴,2013/5/13
晴後一時薄曇,2013/5/14
晴,2013/5/15
晴時々曇一時雨,2013/5/16
快晴,2013/5/17
晴時々曇,2013/5/18
薄曇,2013/5/19
霧雨一時雨,2013/5/20
曇一時晴,2013/5/21
晴,2013/5/22
晴一時曇,2013/5/23
快晴,2013/5/24
曇一時晴,2013/5/25
曇後晴,2013/5/26
薄曇一時晴,2013/5/27
曇,2013/5/28
曇時々雨,2013/5/29
曇時々雨,2013/5/30
晴時々薄曇,2013/5/31
曇一時晴,2013/6/1
曇後晴,2013/6/2
薄曇後晴,2013/6/3
快晴,2013/6/4
晴時々薄曇,2013/6/5
薄曇,2013/6/6
曇一時雨後晴,2013/6/7
曇一時雨後晴,2013/6/8
晴後薄曇,2013/6/9
曇,2013/6/10
雨一時曇,2013/6/11
雨後曇,2013/6/12
雨,2013/6/13
曇一時雨,2013/6/14
曇,2013/6/15
雨後薄曇,2013/6/16
曇時々晴,2013/6/17
薄曇後一時雨,2013/6/18
曇,2013/6/19
雨時々曇,2013/6/20
曇後雨,2013/6/21
薄曇一時晴,2013/6/22
曇,2013/6/23
曇一時雨,2013/6/24
曇時々雨、雷を伴う,2013/6/25
雨一時曇,2013/6/26
曇後晴,2013/6/27
曇,2013/6/28
曇後晴,2013/6/29
曇,2013/6/30
曇,2013/7/1
晴時々薄曇,2013/7/2
曇後一時雨,2013/7/3
曇,2013/7/4
雨後曇,2013/7/5
薄曇時々晴,2013/7/6
晴後一時雨、雷を伴う,2013/7/7
晴後一時雨、雷を伴う,2013/7/8
晴,2013/7/9
晴後薄曇,2013/7/10
薄曇後晴,2013/7/11
薄曇,2013/7/12
曇,2013/7/13
薄曇後一時大雨、雷を伴う,2013/7/14
曇一時晴,2013/7/15
曇後一時晴,2013/7/16
曇後一時雨,2013/7/17
曇後晴,2013/7/18
晴後薄曇,2013/7/19
曇後一時晴,2013/7/20
曇後一時晴,2013/7/21
曇,2013/7/22
晴後曇一時雨、雷を伴う,2013/7/23
曇後雨,2013/7/24
曇,2013/7/25
曇,2013/7/26
晴,2013/7/27
薄曇一時晴,2013/7/28
雨後一時曇,2013/7/29
曇,2013/7/30
曇,2013/7/31
曇時々雨後一時晴,2013/8/1
曇,2013/8/2
曇時々晴,2013/8/3
曇,2013/8/4
晴一時曇,2013/8/5
曇時々雨、雷を伴う,2013/8/6
晴,2013/8/7
晴後薄曇,2013/8/8
晴,2013/8/9
晴後薄曇,2013/8/10
晴後一時雨、雷を伴う,2013/8/11
晴時々曇、雷を伴う,2013/8/12
晴時々曇,2013/8/13
晴一時曇,2013/8/14
晴,2013/8/15
晴後一時曇,2013/8/16
薄曇,2013/8/17
晴,2013/8/18
晴一時曇,2013/8/19
薄曇時々晴,2013/8/20
曇後一時雨、雷を伴う,2013/8/21
曇後晴,2013/8/22
曇後一時雨、雷を伴う,2013/8/23
曇一時雨,2013/8/24
雨後曇,2013/8/25
曇,2013/8/26
晴,2013/8/27
晴,2013/8/28
晴時々曇,2013/8/29
薄曇,2013/8/30
晴,2013/8/31
晴後一時曇,2013/9/1
晴時々曇,2013/9/2
晴一時曇,2013/9/3
曇時々雨後一時晴、雷を伴う,2013/9/4
曇時々雨、雷を伴う,2013/9/5
曇後一時晴,2013/9/6
曇,2013/9/7
曇時々雨、雷を伴う,2013/9/8
曇後晴,2013/9/9
晴後曇,2013/9/10
曇一時雨,2013/9/11
快晴,2013/9/12
晴,2013/9/13
曇一時晴,2013/9/14
大雨後薄曇、雷を伴う,2013/9/15
雨後曇,2013/9/16
晴,2013/9/17
快晴,2013/9/18
快晴,2013/9/19
快晴,2013/9/20
晴一時薄曇,2013/9/21
晴後薄曇,2013/9/22
曇一時晴,2013/9/23
曇一時雨,2013/9/24
雨一時曇,2013/9/25
曇一時雨,2013/9/26
快晴,2013/9/27
晴後曇,2013/9/28
晴,2013/9/29
晴後曇,2013/9/30
曇時々雨,2013/10/1
雨後曇一時晴,2013/10/2
晴時々曇,2013/10/3
曇時々雨,2013/10/4
雨,2013/10/5
曇,2013/10/6
曇後晴,2013/10/7
晴後薄曇,2013/10/8
曇,2013/10/9
曇後一時晴,2013/10/10
晴一時雨,2013/10/11
晴,2013/10/12
快晴,2013/10/13
晴後曇,2013/10/14
曇後雨,2013/10/15
曇一時雨後晴,2013/10/16
晴後曇,2013/10/17
曇時々晴,2013/10/18
曇後一時雨,2013/10/19
大雨,2013/10/20
曇一時晴,2013/10/21
曇,2013/10/22
曇,2013/10/23
曇時々雨,2013/10/24
曇時々雨,2013/10/25
雨後曇,2013/10/26
快晴,2013/10/27
晴,2013/10/28
曇後雨,2013/10/29
晴一時薄曇,2013/10/30
晴後一時曇,2013/10/31
晴,2013/11/1
曇後雨,2013/11/2
曇,2013/11/3
曇時々雨,2013/11/4
快晴,2013/11/5
晴一時曇,2013/11/6
雨後曇一時晴,2013/11/7
晴,2013/11/8
曇,2013/11/9
曇,2013/11/10
曇後晴一時雨,2013/11/11
曇後晴,2013/11/12
晴後一時曇,2013/11/13
晴後曇,2013/11/14
曇時々雨,2013/11/15
快晴,2013/11/16
晴,2013/11/17
晴,2013/11/18
晴,2013/11/19
快晴,2013/11/20
快晴,2013/11/21
晴,2013/11/22
快晴,2013/11/23
快晴,2013/11/24
曇後一時雨,2013/11/25
晴,2013/11/26
曇後晴,2013/11/27
晴時々曇,2013/11/28
快晴,2013/11/29
晴,2013/11/30
晴,2013/12/1
快晴,2013/12/2
快晴,2013/12/3
晴時々曇,2013/12/4
快晴,2013/12/5
薄曇後晴,2013/12/6
晴,2013/12/7
曇時々晴,2013/12/8
曇,2013/12/9
曇一時雨、雷を伴う,2013/12/10
曇時々晴,2013/12/11
晴,2013/12/12
晴,2013/12/13
快晴,2013/12/14
快晴,2013/12/15
晴後薄曇,2013/12/16
薄曇,2013/12/17
曇後雨,2013/12/18
雨,2013/12/19
雨時々曇一時みぞれ、ひょうを伴う,2013/12/20
晴,2013/12/21
快晴,2013/12/22
曇一時晴,2013/12/23
晴,2013/12/24
快晴,2013/12/25
曇,2013/12/26
曇時々雨,2013/12/27
晴,2013/12/28
快晴,2013/12/29
晴後一時薄曇,2013/12/30
快晴,2013/12/31
晴,2014/1/1
快晴,2014/1/2
曇後晴,2014/1/3
薄曇後一時晴,2014/1/4
曇,2014/1/5
快晴,2014/1/6
晴後一時曇,2014/1/7
曇時々晴一時雨,2014/1/8
曇一時雨,2014/1/9
快晴,2014/1/10
快晴,2014/1/11
晴時々曇,2014/1/12
快晴,2014/1/13
晴一時曇,2014/1/14
曇,2014/1/15
快晴,2014/1/16
晴一時曇,2014/1/17
晴時々曇,2014/1/18
快晴,2014/1/19
晴一時曇,2014/1/20
晴後曇,2014/1/21
晴後一時曇,2014/1/22
快晴,2014/1/23
晴後一時曇,2014/1/24
薄曇,2014/1/25
晴時々曇一時雨,2014/1/26
快晴,2014/1/27
晴,2014/1/28
快晴,2014/1/29
曇時々雨,2014/1/30
快晴,2014/1/31
晴後一時薄曇,2014/2/1
曇一時雨,2014/2/2
薄曇時々晴,2014/2/3
雨後みぞれ一時雪,2014/2/4
晴,2014/2/5
曇,2014/2/6
晴時々曇,2014/2/7
大雪,2014/2/8
曇後晴,2014/2/9
曇,2014/2/10
曇一時雪、あられを伴う,2014/2/11
